PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	ZT1_1_BAT	ZT1_2_BAT	ZT1_3_BAT	ZT5_1_BAT	ZT5_2_BAT	ZT5_3_BAT	ZT9_1_BAT	ZT9_2_BAT	ZT9_3_BAT	ZT13_1_BAT	ZT13_2_BAT	ZT13_3_BAT	ZT17_1_BAT	ZT17_2_BAT	ZT17_3_BAT	ZT21_1_BAT	ZT21_2_BAT	ZT21_3_BAT	LAG	BH.Q	ZT_bin
chr8-15	chr8	83972786	83972936	+	161.7	0	promoter-TSS (NM_008854)	promoter-TSS (NM_008854)	-117	NM_008854	18747	Mm.19111	NM_008854	ENSMUSG00000005469	Prkaca	PKCD|Pkaca	protein kinase, cAMP dependent, catalytic, alpha	protein-coding	366	475	725	471	525	810	750	710	371	395	495	413	422	647	1072	529	529	645	0	0.0546578553591281	ZT1
chr12-10	chr12	84451301	84451451	+	160.8	0	promoter-TSS (NM_173756)	promoter-TSS (NM_173756)	-132	NM_173756	217708	Mm.311904	NM_173756	ENSMUSG00000085793	Lin52	5830457H20Rik	lin-52 homolog (C. elegans)	protein-coding	396	479	729	460	530	844	835	715	388	407	489	437	400	625	931	491	530	603	4	0.0310391655363696	ZT5
chr11-40	chr11	116198937	116199087	+	160.6	0	promoter-TSS (NM_015729)	promoter-TSS (NM_015729)	33	NM_001271898	11430	Mm.356689	NM_015729	ENSMUSG00000020777	Acox1	AOX|Acox|D130055E20Rik|Paox	acyl-Coenzyme A oxidase 1, palmitoyl	protein-coding	371	440	712	494	530	778	826	691	398	433	484	421	401	673	1004	521	553	548	4	0.0649073511596943	ZT5
chr12-9	chr12	108179386	108179536	+	160.5	0	promoter-TSS (NM_028262)	promoter-TSS (NM_028262)	-177	NM_028262	52690	Mm.159185	NM_028262	ENSMUSG00000056770	Setd3	2610102I01Rik|2610305M23Rik|6030490B17Rik|D12Ertd771e	SET domain containing 3	protein-coding	350	465	678	503	528	787	859	704	428	416	517	389	391	657	965	513	545	577	6	0.0546578553591281	ZT5
chr9-67	chr9	7763799	7763949	+	160.1	0	promoter-TSS (NM_133739)	promoter-TSS (NM_133739)	-203	NM_133739	71929	Mm.283293	NM_133739	ENSMUSG00000050912	Tmem123	2310075C12Rik	transmembrane protein 123	protein-coding	308	421	695	501	576	819	766	780	402	433	501	415	397	605	1001	505	566	555	6	0.0546578553591281	ZT5
chr17-19	chr17	78736585	78736735	+	159.8	0	promoter-TSS (NM_011500)	promoter-TSS (NM_011500)	-100	NM_011500	268980	Mm.311915	NM_011500	ENSMUSG00000024077	Strn	AU022939|D130055P19	striatin, calmodulin binding protein	protein-coding	311	472	681	490	511	901	835	705	407	409	497	407	362	635	994	515	538	560	6	0.00873811946535779	ZT5
chr6-25	chr6	120592119	120592269	+	159.7	0	Intergenic	Intergenic	37398	NR_045733	73505	Mm.416867	NR_045733	NA	1700072O05Rik	-	RIKEN cDNA 1700072O05 gene	ncRNA	331	430	692	466	503	796	780	736	391	440	485	406	383	635	1045	629	552	525	4	0.077236599220546	ZT5
chr15-21	chr15	81190781	81190931	+	159.6	0	promoter-TSS (NR_015603)	promoter-TSS (NR_015603)	3	NR_015603	67638	Mm.390832	NM_026288	ENSMUSG00000047938	4930483J18Rik	-	RIKEN cDNA 4930483J18 gene	ncRNA	344	458	701	471	515	792	798	712	391	408	505	428	390	607	1007	517	540	631	2	0.091432700055119	ZT1
chr7-24	chr7	59228581	59228731	+	159.1	0	promoter-TSS (NM_173010)	promoter-TSS (NM_173010)	-94	NM_001033962	22215	Mm.9002	NM_011668	ENSMUSG00000025326	Ube3a	4732496B02|5830462N02Rik|A130086L21Rik|Hpve6a	ubiquitin protein ligase E3A	protein-coding	338	424	731	494	507	834	829	654	380	440	463	402	373	642	1026	503	544	599	4	0.0377238244831057	ZT5
chr15-3	chr15	28026021	28026171	+	158.9	0	promoter-TSS (NM_001081302)	promoter-TSS (NM_001081302)	-248	NM_001081302	223435	Mm.485422	NM_001081302	ENSMUSG00000022263	Trio	6720464I07Rik|AA408740|Solo	triple functional domain (PTPRF interacting)	protein-coding	348	469	731	494	555	730	780	713	415	439	496	393	390	649	979	470	530	588	4	0.0165323918984296	ZT5
chr2-33	chr2	121449165	121449315	+	157.4	0	promoter-TSS (NM_011354)	promoter-TSS (NM_011354)	42	NR_110986	378702	Mm.262252	NM_011354	ENSMUSG00000074884	Serf2	C80083|Msmac1l|m4F5rel	small EDRK-rich factor 2	protein-coding	354	458	694	469	496	836	807	679	429	425	477	396	375	639	940	481	561	561	4	0.0071053784429439	ZT5
chr11-53	chr11	118290160	118290310	+	157.2	0	promoter-TSS (NM_001033528)	promoter-TSS (NM_001033528)	9	NM_001033528	72344	Mm.232293	NM_001033528	ENSMUSG00000033909	Usp36	2700002L06Rik|mKIAA1453	ubiquitin specific peptidase 36	protein-coding	321	416	737	443	532	796	781	652	386	384	478	385	399	648	1009	506	571	619	2	0.0546578553591281	ZT1
chr10-10	chr10	80702556	80702706	+	157.1	0	promoter-TSS (NM_027829)	promoter-TSS (NM_027829)	-62	NM_027829	71564	Mm.35802	NM_027829	ENSMUSG00000055862	Izumo4	9030607L17Rik|AI550407	IZUMO family member 4	protein-coding	349	446	691	475	524	793	765	679	377	411	445	369	403	627	989	550	567	597	2	0.0071053784429439	ZT1
chr8-38	chr8	86623904	86624054	+	156.8	0	promoter-TSS (NM_025827)	promoter-TSS (NM_025827)	-64	NM_025827	66887	Mm.324550	NM_025827	ENSMUSG00000047866	Lonp2	1300002A08Rik|AU015403|Lonp	lon peptidase 2, peroxisomal	protein-coding	334	409	713	487	518	832	780	661	399	397	482	411	384	611	989	523	531	575	4	0.0165323918984296	ZT5
chr7-18	chr7	80232613	80232763	+	156.6	0	promoter-TSS (NM_178752)	promoter-TSS (NM_178752)	117	NM_001291276	23991	Mm.30217	NM_011870	ENSMUSG00000030538	Cib1	Cibkip|Kip|Prkdcip	calcium and integrin binding 1 (calmyrin)	protein-coding	342	449	702	513	568	795	802	712	397	428	480	371	397	578	903	462	541	579	4	0.00383384259253848	ZT5
chr3-23	chr3	131564719	131564869	+	156.6	0	promoter-TSS (NM_011863)	promoter-TSS (NM_011863)	26	NM_001289478	23971	Mm.244912	NM_011863	ENSMUSG00000028032	Papss1	AI325286|Asapk|SK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding	344	446	725	497	534	769	793	673	402	388	481	393	405	614	924	511	546	581	4	0.00873811946535779	ZT5
chr6-34	chr6	92092185	92092335	+	156	0	promoter-TSS (NM_001347342)	promoter-TSS (NM_001347342)	-173	NM_001347342	22026	Mm.87062	NM_011630	ENSMUSG00000005893	Nr2c2	TAK1|Tr4|mKIAA4145	nuclear receptor subfamily 2, group C, member 2	protein-coding	343	452	634	447	521	826	827	683	393	423	441	399	395	621	978	502	526	570	4	0.077236599220546	ZT5
chr5-50	chr5	140704853	140705003	+	155.9	0	promoter-TSS (NM_001276287)	promoter-TSS (NM_001276287)	-83	NM_181066	231841	Mm.271932	NM_172724	ENSMUSG00000000148	Brat1	AA881470|Baat1	BRCA1-associated ATM activator 1	protein-coding	311	457	693	507	521	812	818	670	424	419	488	404	368	606	869	492	539	580	4	0.0165323918984296	ZT5
chr8-29	chr8	71272389	71272539	+	155.9	0	promoter-TSS (NM_001142323)	promoter-TSS (NM_001142323)	126	NM_001163042	76478	Mm.27355	NM_029621	ENSMUSG00000035439	Haus8	2410004L22Rik|Hice1	4HAUS augmin-like complex, subunit 8	protein-coding	316	460	676	476	509	843	811	683	382	452	458	393	392	571	943	513	554	545	4	0.0452500717492719	ZT5
chr12-40	chr12	40222639	40222789	+	155.6	0	promoter-TSS (NR_035459)	promoter-TSS (NR_035459)	97	NR_035459	100316693	NA	NR_035459	ENSMUSG00000089371	Mir1938	mir-1938|mmu-mir-1938	microRNA 1938	ncRNA	340	427	664	489	534	764	834	689	399	429	461	421	391	555	917	544	537	565	6	0.0649073511596943	ZT5
chr17-17	chr17	7169801	7169951	+	155.5	0	promoter-TSS (NM_011299)	promoter-TSS (NM_011299)	-239	NM_011299	20112	Mm.268383	NM_011299	ENSMUSG00000023809	Rps6ka2	90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk	ribosomal protein S6 kinase, polypeptide 2	protein-coding	356	456	700	473	539	711	763	634	405	400	441	381	404	641	1054	500	507	584	2	0.077236599220546	ZT1
chr5-111	chr5	124327932	124328082	+	155.5	0	promoter-TSS (NM_028310)	promoter-TSS (NM_028310)	-35	NM_001277867	269702	Mm.60224	NM_001081323	ENSMUSG00000038126	Mphosph9	4930548D04Rik|9630025B04Rik|AW413446|AW547060|B930097C17Rik|C87456|MPP-9|MPP9	M-phase phosphoprotein 9	protein-coding	364	485	711	465	496	765	794	693	396	404	431	407	390	578	982	473	530	589	4	0.0206133492264304	ZT5
chr4-43	chr4	57956480	57956630	+	155.3	0	promoter-TSS (NM_011660)	promoter-TSS (NM_011660)	-144	NM_011660	22166	Mm.260618	NM_011660	ENSMUSG00000028367	Txn1	ADF|AW550880|Trx1|Txn	thioredoxin 1	protein-coding	338	417	673	474	530	808	789	669	393	420	454	386	419	650	956	460	540	561	4	0.0377238244831057	ZT5
chr8-54	chr8	125385714	125385864	+	154.8	0	Intergenic	Intergenic	107044	NM_001081337	244668	Mm.271668	NM_001081337	ENSMUSG00000001995	Sipa1l2	BC058408|mKIAA1389	signal-induced proliferation-associated 1 like 2	protein-coding	347	484	699	393	461	771	675	631	328	409	442	397	384	685	1030	546	555	674	22	0.0071053784429439	ZT21
chr14-8	chr14	54893818	54893968	+	154.5	0	promoter-TSS (NM_019402)	promoter-TSS (NM_019402)	-250	NM_019402	54196	Mm.7723	NM_019402	ENSMUSG00000022194	Pabpn1	PAB2|Pabp3|mPABII	poly(A) binding protein, nuclear 1	protein-coding	371	400	692	457	505	753	801	688	396	433	496	407	377	623	945	440	545	556	6	0.0377238244831057	ZT5
chr11-27	chr11	97188028	97188178	+	153.9	0	promoter-TSS (NM_008379)	promoter-TSS (NM_008379)	-211	NM_008379	16211	Mm.251013	NM_008379	ENSMUSG00000001440	Kpnb1	AA409963|IPOB|Impnb	karyopherin (importin) beta 1	protein-coding	362	543	649	438	506	744	793	695	402	418	446	350	382	593	905	499	543	580	4	0.091432700055119	ZT5
chr12-11	chr12	111538008	111538158	+	153.9	0	promoter-TSS (NM_173363)	promoter-TSS (NM_173363)	-18	NM_178041	217869	Mm.271222	NM_173363	ENSMUSG00000021282	Eif5	2810011H21Rik|D12Ertd549e	eukaryotic translation initiation factor 5	protein-coding	356	458	664	453	481	770	765	643	378	393	474	405	379	660	927	507	560	579	2	0.0452500717492719	ZT1
chr3-59	chr3	41083115	41083265	+	153.7	0	promoter-TSS (NM_027558)	promoter-TSS (NM_027558)	-144	NM_027558	70804	Mm.40321	NM_027558	ENSMUSG00000049940	Pgrmc2	4631434O19Rik|5730409G06Rik|DG6|PMBP	progesterone receptor membrane component 2	protein-coding	333	429	635	473	525	764	807	702	408	381	459	436	363	583	938	484	577	543	6	0.0452500717492719	ZT5
chr6-61	chr6	108212937	108213087	+	153.6	0	promoter-TSS (NM_010585)	promoter-TSS (NM_010585)	-84	NM_010585	16438	Mm.227912	NM_010585	ENSMUSG00000030102	Itpr1	D6Pas2|Gm10429|IP3R 1|IP3R1|InsP3R|Ip3r|Itpr-1|P400|Pcp-1|Pcp1|insP3R1|opt|wblo	inositol 1,4,5-trisphosphate receptor 1	protein-coding	324	448	676	460	534	786	711	696	414	439	450	403	366	639	893	470	581	544	4	0.0546578553591281	ZT5
chr6-23	chr6	54816533	54816683	+	153.6	0	promoter-TSS (NM_199143)	promoter-TSS (NM_199143)	-308	NM_199143	387524	Mm.286149	NM_199143	ENSMUSG00000058446	Znrf2	1190002C14Rik|AU044205|D6Ertd365e	zinc and ring finger 2	protein-coding	359	415	690	476	486	739	784	682	382	388	457	402	369	639	948	518	527	573	2	0.0546578553591281	ZT1
chr18-9	chr18	34932074	34932224	+	152.9	0	promoter-TSS (NM_144866)	promoter-TSS (NM_144866)	-146	NM_144866	225363	Mm.329353	NM_144866	ENSMUSG00000024360	Etf1	AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1	eukaryotic translation termination factor 1	protein-coding	359	465	697	484	499	787	829	674	385	420	478	352	339	572	949	472	453	575	4	0.0206133492264304	ZT5
chr7-16	chr7	16615232	16615382	+	152.8	0	promoter-TSS (NM_172739)	promoter-TSS (NM_172739)	-314	NM_172739	232906	Mm.28646	NM_172739	ENSMUSG00000058230	Arhgap35	6430596G11Rik|AI841135|Grlf1|mKIAA1722|p190A|p190RhoGAP	Rho GTPase activating protein 35	protein-coding	331	425	692	477	532	849	771	695	375	462	476	353	394	560	918	455	505	515	4	0.0132923364728598	ZT5
chr17-33	chr17	24426508	24426658	+	151.6	0	promoter-TSS (NM_010023)	promoter-TSS (NM_010023)	-100	NM_010023	13177	Mm.291743	NM_010023	ENSMUSG00000024132	Eci1	Dci|eci	enoyl-Coenzyme A delta isomerase 1	protein-coding	363	428	662	460	475	740	770	679	356	389	455	387	380	622	933	500	523	582	2	0.0310391655363696	ZT1
chr11-91	chr11	86484435	86484585	+	151.6	0	promoter-TSS (NM_029788)	promoter-TSS (NM_029788)	-147	NM_029788	76892	Mm.262707	NM_029788	ENSMUSG00000020521	Rnft1	0610013E23Rik|AV007605	ring finger protein, transmembrane 1	protein-coding	308	448	641	482	489	796	769	633	391	424	464	417	370	640	918	449	527	536	6	0.0377238244831057	ZT5
chr8-48	chr8	70897437	70897587	+	151.3	0	promoter-TSS (NM_029751)	promoter-TSS (NM_029751)	-69	NM_029751	76808	Mm.379251	NM_029751	ENSMUSG00000045128	Rpl18a	2510019J09Rik	ribosomal protein L18A	protein-coding	313	420	683	460	475	834	729	658	361	391	423	373	384	616	995	477	537	554	2	0.00288839895462317	ZT1
chr10-197	chr10	4386989	4387139	+	151.1	0	intron (NM_001033466, intron 1 of 2)	CpG	411	NM_001359811	381990	Mm.262466	NM_001033466	ENSMUSG00000075327	Zbtb2	Gm1103	zinc finger and BTB domain containing 2	protein-coding	315	417	648	496	466	757	820	670	435	420	507	431	343	560	921	422	488	549	8	0.0452500717492719	ZT9
chr8-36	chr8	121950092	121950242	+	150.9	0	promoter-TSS (NM_001110100)	promoter-TSS (NM_001110100)	-325	NM_016812	53325	Mm.287163	NM_016812	ENSMUSG00000025316	Banp	AA408158|SMAR1	BTG3 associated nuclear protein	protein-coding	342	449	666	481	511	730	776	662	382	399	488	367	357	621	881	488	535	526	4	0.0310391655363696	ZT5
chr7-22	chr7	97332166	97332316	+	150.7	0	promoter-TSS (NM_001039039)	promoter-TSS (NM_001039039)	-82	NM_001039039	622320	Mm.334029	NM_001039039	ENSMUSG00000044952	Kctd21	EG622320	potassium channel tetramerisation domain containing 21	protein-coding	348	439	664	453	515	751	766	675	399	401	492	391	367	613	912	439	460	558	5	0.0546578553591281	ZT5
chr4-22	chr4	43492886	43493036	+	150.5	0	promoter-TSS (NR_001460)	promoter-TSS (NR_001460)	98	NR_001460	19782	NA	NR_001460	ENSMUSG00000088088	Rmrp	1110032O22Rik|Rmrpr	RNA component of mitochondrial RNAase P	ncRNA	322	396	640	442	463	772	639	559	293	360	474	392	442	656	1064	565	555	596	21	0.091432700055119	ZT21
chr12-25	chr12	31950510	31950660	+	150.4	0	promoter-TSS (NM_001361928)	promoter-TSS (NM_001361928)	-340	NM_001361928	73389	Mm.390461	NM_153198	ENSMUSG00000002996	Hbp1	1700058O05Rik|BE629963|C330012F01Rik|C86454	high mobility group box transcription factor 1	protein-coding	400	418	697	420	465	792	777	718	378	422	395	381	344	549	978	474	514	506	4	0.077236599220546	ZT5
chr6-33	chr6	128200703	128200853	+	150.4	0	Intergenic	CpG	-16975	NR_077223	330427	Mm.426356	NR_077223	ENSMUSG00000107879	9330102E08Rik	-	RIKEN cDNA 9330102E08 gene	ncRNA	256	445	704	469	531	812	727	625	384	375	491	373	374	571	910	464	558	553	4	0.077236599220546	ZT5
chr17-34	chr17	48409933	48410083	+	150.2	0	promoter-TSS (NM_001357904)	promoter-TSS (NM_001357904)	8	NM_207219	106821	Mm.203943	NM_207219	ENSMUSG00000040771	Oard1	AI314976|AW558560	O-acyl-ADP-ribose deacylase 1	protein-coding	365	455	636	455	505	730	769	682	408	350	456	385	360	604	925	462	538	528	4	0.0247913445279724	ZT5
chr19-6	chr19	9023179	9023329	+	149.4	0	intron (NM_001039959, intron 4 of 5)	intron (NM_001039959, intron 4 of 5)	33970	NM_001286518	66395	Mm.203866	NM_009643	ENSMUSG00000069833	Ahnak	DY6	AHNAK nucleoprotein (desmoyokin)	protein-coding	394	445	670	469	523	780	777	628	364	352	425	359	381	518	872	506	591	506	2	0.0247913445279724	ZT1
chr1-73	chr1	160195008	160195158	+	148.9	0	promoter-TSS (NM_025474)	promoter-TSS (NM_025474)	-132	NM_025474	64659	Mm.29599	NM_025474	ENSMUSG00000058267	Mrps14	1810032L21Rik|AL022847|Rpms14	mitochondrial ribosomal protein S14	protein-coding	307	392	648	478	478	715	815	661	367	398	452	378	369	606	915	460	549	544	4	0.0310391655363696	ZT5
chr10-28	chr10	76961966	76962116	+	148.6	0	promoter-TSS (NM_021568)	promoter-TSS (NM_021568)	-94	NM_021568	59093	Mm.272803	NM_021568	ENSMUSG00000001120	Pcbp3	AlphaCP-3	poly(rC) binding protein 3	protein-coding	314	389	619	469	508	734	799	666	382	418	463	388	377	594	873	454	539	524	6	0.0452500717492719	ZT5
chr10-15	chr10	115362338	115362488	+	148.5	0	promoter-TSS (NM_001359470)	promoter-TSS (NM_001359470)	88	NM_001359472	67226	Mm.29647	NM_133683	ENSMUSG00000069520	Tmem19	2810428F02Rik|AW125171	transmembrane protein 19	protein-coding	344	414	630	414	502	782	748	702	411	388	465	362	362	578	897	445	498	564	4	0.0247913445279724	ZT5
chr13-7	chr13	111489965	111490115	+	148.5	0	promoter-TSS (NM_001122963)	promoter-TSS (NM_001122963)	87	NM_028487	73274	Mm.57286	NM_028487	ENSMUSG00000032745	Gpbp1	1700034P14Rik|AU019836|D230035M11Rik|Gpbp|mGPBP	GC-rich promoter binding protein 1	protein-coding	289	425	622	476	477	784	785	651	385	422	465	348	366	555	900	500	517	539	6	0.077236599220546	ZT5
chr19-3	chr19	47302449	47302599	+	148.2	0	intron (NM_008018, intron 8 of 14)	intron (NM_008018, intron 8 of 14)	-28935	NR_105961	102466782	NA	NR_105961	ENSMUSG00000098786	Mir6995	Gm27576|mmu-mir-6995	microRNA 6995	ncRNA	339	433	680	402	405	674	595	501	292	334	379	321	412	779	1122	561	614	642	22	0.00383384259253848	ZT21
chr1-61	chr1	30949779	30949929	+	148.1	0	promoter-TSS (NR_002688)	promoter-TSS (NR_002688)	-99	NM_011200	19243	Mm.491181	NM_011200	ENSMUSG00000026064	Ptp4a1	AA415290|AU019864|C130021B01|Prl-1	protein tyrosine phosphatase 4a1	protein-coding	293	396	617	420	447	737	761	659	392	409	506	392	372	614	1046	409	497	512	9	0.0377238244831057	ZT9
chr10-31	chr10	127290584	127290734	+	148	0	promoter-TSS (NM_007837)	promoter-TSS (NM_007837)	-134	NM_007837	13198	Mm.110220	NM_007837	ENSMUSG00000025408	Ddit3	CHOP-10|CHOP10|chop|gadd153	DNA-damage inducible transcript 3	protein-coding	370	404	635	440	499	688	803	660	375	373	445	377	364	606	921	443	517	550	4	0.0649073511596943	ZT5
chr13-10	chr13	119690087	119690237	+	147.9	0	promoter-TSS (NM_145942)	promoter-TSS (NM_145942)	-189	NM_145942	208715	Mm.61526	NM_145942	ENSMUSG00000093930	Hmgcs1	B130032C06Rik	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	protein-coding	307	360	678	453	460	715	657	613	343	389	440	387	398	658	990	494	514	611	22	0.077236599220546	ZT21
chr2-66	chr2	127247745	127247895	+	147.4	0	promoter-TSS (NM_025296)	promoter-TSS (NM_025296)	-4	NM_025296	26371	Mm.45179	NM_025296	ENSMUSG00000003662	Ciao1	AW210570|Wdr39	cytosolic iron-sulfur protein assembly 1	protein-coding	313	407	605	449	503	768	766	646	377	397	478	381	361	601	912	465	505	499	6	0.010917051581423	ZT5
chr1-37	chr1	184034254	184034404	+	147.3	0	promoter-TSS (NM_028516)	promoter-TSS (NM_028516)	-52	NM_022019	63953	Mm.404024	NM_022019	ENSMUSG00000039384	Dusp10	2610306G15Rik|AI158871|MKP-5|MKP5	dual specificity phosphatase 10	protein-coding	302	424	661	492	441	751	733	636	335	367	455	354	355	577	972	468	501	606	2	0.091432700055119	ZT1
chr14-15	chr14	26637899	26638049	+	147.2	0	promoter-TSS (NM_007479)	promoter-TSS (NM_007479)	-160	NM_007479	11843	Mm.297768	NM_007479	ENSMUSG00000021877	Arf4	AA407803	ADP-ribosylation factor 4	protein-coding	331	450	620	466	462	766	722	667	371	407	439	391	351	562	886	448	513	566	4	0.0247913445279724	ZT5
chr1-49	chr1	82291526	82291676	+	146.7	0	promoter-TSS (NM_010570)	promoter-TSS (NM_010570)	-162	NM_010570	16367	Mm.4952	NM_010570	ENSMUSG00000055980	Irs1	G972R|IRS-1	insulin receptor substrate 1	protein-coding	345	443	676	442	488	764	721	604	361	416	427	358	373	532	944	466	510	519	2	0.0452500717492719	ZT1
chr14-31	chr14	20393624	20393774	+	146.5	0	promoter-TSS (NR_155747)	promoter-TSS (NR_155747)	-65	NM_025440	66242	Mm.23747	NM_025440	ENSMUSG00000049960	Mrps16	1500011E11Rik|Mprs16|S16mt	mitochondrial ribosomal protein S16	protein-coding	308	380	636	459	511	758	721	630	376	371	454	401	358	607	928	441	519	515	6	0.0247913445279724	ZT5
chr11-86	chr11	59163380	59163530	+	145.7	0	exon (NM_001270791, exon 1 of 2)	exon (NM_001270791, exon 1 of 2)	290	NM_001270791	216792	Mm.266175	NM_173785	ENSMUSG00000049287	Iba57	4930543L23Rik|A230051G13Rik|C1orf69	IBA57 homolog, iron-sulfur cluster assembly	protein-coding	338	426	683	414	488	712	722	622	387	379	446	371	327	541	932	474	533	528	2	0.0377238244831057	ZT1
chr5-22	chr5	75596280	75596430	+	145.5	0	intron (NM_021099, intron 1 of 20)	intron (NM_021099, intron 1 of 20)	21364	NM_021099	16590	Mm.247073	NM_021099	ENSMUSG00000005672	Kit	Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT	KIT proto-oncogene receptor tyrosine kinase	protein-coding	271	370	649	407	398	653	671	643	288	452	448	418	386	644	1147	435	496	534	16	0.091432700055119	ZT17
chr17-29	chr17	27820798	27820948	+	145.4	0	promoter-TSS (NM_001271511)	promoter-TSS (NM_001271511)	-331	NM_001271511	224647	Mm.196577	NM_001033279	ENSMUSG00000056692	D17Wsu92e	AU020189|C030010A15|C80239	DNA segment, Chr 17, Wayne State University 92, expressed	protein-coding	310	404	689	429	512	723	688	649	356	401	444	348	344	608	940	447	454	558	4	0.0649073511596943	ZT5
chr17-62	chr17	17624582	17624732	+	145.4	0	promoter-TSS (NM_172827)	promoter-TSS (NM_172827)	-168	NM_172827	240028	Mm.328807	NM_172827	ENSMUSG00000023845	Lnpep	2010309L07Rik|4732490P18Rik|CAP|IRAP|PLAP|gp160|vp165	leucyl/cystinyl aminopeptidase	protein-coding	292	391	659	433	511	752	760	651	371	388	451	364	332	576	860	470	484	558	6	0.010917051581423	ZT5
chr15-53	chr15	81810758	81810908	+	145.3	0	promoter-TSS (NM_017376)	promoter-TSS (NM_017376)	-581	NM_017376	21685	Mm.270278	NM_017376	ENSMUSG00000022389	Tef	2310028D20Rik	thyrotroph embryonic factor	protein-coding	332	388	637	445	471	721	777	676	407	373	486	396	357	524	896	439	482	491	8	0.0546578553591281	ZT9
chr6-80	chr6	83831834	83831984	+	145.2	0	promoter-TSS (NM_146169)	promoter-TSS (NM_146169)	-168	NM_146169	232164	Mm.404420	NM_146169	ENSMUSG00000045896	Paip2b	-	poly(A) binding protein interacting protein 2B	protein-coding	335	432	650	429	503	657	717	610	361	356	420	381	351	608	964	477	495	549	2	0.0377238244831057	ZT1
chr8-31	chr8	25017109	25017259	+	145.1	0	promoter-TSS (NM_007404)	promoter-TSS (NM_007404)	-27	NM_027194	69742	Mm.28626	NM_027194	ENSMUSG00000031556	Tm2d2	2410018G23Rik|Blp1	TM2 domain containing 2	protein-coding	306	385	619	429	483	712	772	661	355	390	456	374	345	623	870	453	495	560	6	0.077236599220546	ZT5
chr16-19	chr16	33677941	33678091	+	145	0	Intergenic	Intergenic	-6450	NM_175256	77446	Mm.245741	NM_172934	ENSMUSG00000075254	Heg1	4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629	heart development protein with EGF-like domains 1	protein-coding	346	425	682	430	495	765	765	650	352	408	440	364	376	536	854	466	470	455	4	0.0310391655363696	ZT5
chr10-39	chr10	80226462	80226612	+	145	0	promoter-TSS (NM_023431)	promoter-TSS (NM_023431)	-61	NM_023431	68114	Mm.273418	NM_023431	ENSMUSG00000020156	Mum1	2610019J09|9430059D04Rik|UBE-1C2	melanoma associated antigen (mutated) 1	protein-coding	331	389	675	470	478	728	747	626	372	388	479	354	326	561	866	443	513	537	4	0.010917051581423	ZT5
chr6-38	chr6	113326774	113326924	+	144.7	0	promoter-TSS (NR_149720)	promoter-TSS (NR_149720)	-127	NR_149720	18294	Mm.43612	NM_010957	ENSMUSG00000030271	Ogg1	Mmh	8-oxoguanine DNA-glycosylase 1	protein-coding	305	392	653	435	478	726	729	633	357	367	437	382	326	564	930	462	528	559	4	0.0132923364728598	ZT5
chr12-30	chr12	111039141	111039291	+	144.7	0	promoter-TSS (NM_198023)	promoter-TSS (NM_198023)	-582	NM_198023	217864	Mm.23808	NM_198023	ENSMUSG00000037896	Rcor1	5730409O11|6720480E22Rik|AU042633|D12Wsu95e|Rocr1|mKIAA0071	REST corepressor 1	protein-coding	321	451	623	468	473	701	783	613	343	407	439	363	344	557	879	470	484	542	4	0.0546578553591281	ZT5
